Fire,visit,PlotID,Plot_type,Sample_year,Species,Cover,modal_ht_cm
SHR,initial,SHR014,regen_plot,2009,CECO,36,76.2
SHR,initial,SHR014,regen_plot,2009,SYMO,0.5,45.72
SHR,initial,SHR015,regen_plot,2009,ARNE,0.5,15.24
SHR,initial,SHR015,regen_plot,2009,CECO,0.5,15.24
SHR,initial,SHR017,regen_plot,2009,ARNE,2,30.48
CLV,initial,113,whole_plot,2013,CEIN,90,0
CLV,initial,113,whole_plot,2013,PREM,5,0
CLV,initial,114,whole_plot,2013,CEIN,70,0
CLV,initial,116,whole_plot,2013,CEIN,95,0
CLV,initial,117,whole_plot,2013,CEIN,75,0
CLV,initial,135,whole_plot,2013,CEIN,60,0
CLV,initial,135,whole_plot,2013,PREM,5,0
CLV,initial,136,whole_plot,2013,CEIN,80,0
CLV,initial,138,whole_plot,2013,CEIN,75,0
CLV,initial,140,whole_plot,2013,ARVI,20,0
CLV,initial,140,whole_plot,2013,CEIN,70,0
CLV,initial,140,whole_plot,2013,PREM,5,0
CLV,initial,140,whole_plot,2013,RIRO,0.5,0
CLV,initial,151,whole_plot,2013,ARPA,30,0
CLV,initial,151,whole_plot,2013,CECO,7,0
CLV,initial,151,whole_plot,2013,CEPR,10,0
Freds,initial,FRD120103,whole_plot,2012,ARVI,1,0
Freds,initial,FRD120103,whole_plot,2012,CEIN,9,0
Freds,initial,FRD120103,whole_plot,2012,CHFO,4,0
Freds,initial,FRD120103,whole_plot,2012,LASE,0.5,0
MNL,initial,NW_5,whole_plot,2014,AMUT,0,20
MNL,initial,NW_5,whole_plot,2014,APAN,0,20
MNL,initial,NW_5,whole_plot,2014,ARPA,0,20
MNL,initial,NW_5,whole_plot,2014,CECO,8,20
MNL,initial,NW_5,whole_plot,2014,CEPR,0,20
MNL,initial,NW_5,whole_plot,2014,LASE,0,20
MNL,initial,NW_5,whole_plot,2014,PREM,3,20
MNL,initial,NW_5,whole_plot,2014,RICE,0,20
MNL,initial,NW_5,whole_plot,2014,RIRO,0,20
MNL,initial,NW_5,whole_plot,2014,SYMO,15,20
MNL,initial,SW_3,whole_plot,2014,AMUT,0,0
MNL,initial,SW_3,whole_plot,2014,ARPA,0,0
MNL,initial,SW_3,whole_plot,2014,CECO,2,0
MNL,initial,SW_3,whole_plot,2014,CEPR,1,0
MNL,initial,SW_3,whole_plot,2014,CEVE,4,0
MNL,initial,SW_3,whole_plot,2014,ROWO,0,0
MNL,initial,S_3A,whole_plot,2014,CECO,35,35
MNL,initial,S_3A,whole_plot,2014,CEIN,0,35
MNL,initial,S_3A,whole_plot,2014,CEVE,2,35
MNL,initial,S_3A,whole_plot,2014,LASE,0,35
MNL,initial,S_3A,whole_plot,2014,PREM,0,35
MNL,initial,S_3A,whole_plot,2014,RICE,3,35
MNL,initial,S_3A,whole_plot,2014,RIRO,0,35
MNL,initial,S_3A,whole_plot,2014,SYMO,0,35
MNL,initial,S_3B,whole_plot,2014,ARPA,0,40
MNL,initial,S_3B,whole_plot,2014,CECO,1,40
MNL,initial,S_3B,whole_plot,2014,CEVE,1,40
MNL,initial,S_3B,whole_plot,2014,PREM,0,40
MNL,initial,S_3B,whole_plot,2014,PUTR,0,40
MNL,initial,S_3B,whole_plot,2014,RICE,0,40
MNL,initial,W_5,whole_plot,2014,ARPA,1,70
MNL,initial,W_5,whole_plot,2014,CEPR,3,70
MNL,initial,W_5,whole_plot,2014,CEVE,7,70
MNL,initial,W_5,whole_plot,2014,PUTR,1,70
MNL,initial,W_6,whole_plot,2014,APAN,0,100
MNL,initial,W_6,whole_plot,2014,ARPA,2,100
MNL,initial,W_6,whole_plot,2014,CECO,55,100
MNL,initial,W_6,whole_plot,2014,RICE,0,100
MNL,initial,W_6,whole_plot,2014,RIRO,0,100
MNL,initial,W_6,whole_plot,2014,SYMO,1,100
MNL,initial,W_7A,whole_plot,2014,ARPA,4,110.00000000000001
MNL,initial,W_7A,whole_plot,2014,CECO,15,110.00000000000001
MNL,initial,W_7A,whole_plot,2014,CEPR,2,110.00000000000001
PWR,initial,PWR1400008,whole_plot,2014,ARPA,0,150
PWR,initial,PWR1400008,whole_plot,2014,CECO,65,150
PWR,initial,PWR1400008,whole_plot,2014,RIRO,0,150
PWR,initial,PWR1400008,whole_plot,2014,SYMO,0,150
PWR,initial,PWR1400027,whole_plot,2014,APAN,0,100
PWR,initial,PWR1400027,whole_plot,2014,ARPA,32,100
PWR,initial,PWR1400027,whole_plot,2014,ARVI,0,100
PWR,initial,PWR1400027,whole_plot,2014,CECO,63,100
PWR,initial,PWR1400027,whole_plot,2014,CHFO,1,100
PWR,initial,PWR1400027,whole_plot,2014,RINE,0,100
PWR,initial,PWR1400027,whole_plot,2014,RIRO,0,100
PWR,initial,PWR1400065,whole_plot,2014,ARPA,20,170
PWR,initial,PWR1400065,whole_plot,2014,CECO,50,170
PWR,initial,PWR1400065,whole_plot,2014,CEIN,1,170
PWR,initial,PWR1400065,whole_plot,2014,CHFO,5,170
PWR,initial,PWR1400065,whole_plot,2014,RIRO,0,170
PWR,initial,PWR1400081,whole_plot,2014,APAN,0,90
PWR,initial,PWR1400081,whole_plot,2014,ARPA,16,90
PWR,initial,PWR1400081,whole_plot,2014,ARVI,0,90
PWR,initial,PWR1400081,whole_plot,2014,CECO,23,90
PWR,initial,PWR1400081,whole_plot,2014,CHFO,2,90
PWR,initial,PWR1400081,whole_plot,2014,KEBR,0,90
PWR,initial,PWR1400081,whole_plot,2014,RIRO,0,90
PWR,initial,PWR1400093,whole_plot,2014,ARPA,0,40
PWR,initial,PWR1400093,whole_plot,2014,ARVI,0,40
PWR,initial,PWR1400093,whole_plot,2014,CECO,1,40
PWR,initial,PWR1400093,whole_plot,2014,CHFO,39,40
PWR,initial,PWR1400093,whole_plot,2014,RIRO,0,40
PWR,initial,PWR1400103,whole_plot,2014,ARPA,10,30
PWR,initial,PWR1400103,whole_plot,2014,ARVI,0,30
PWR,initial,PWR1400103,whole_plot,2014,CECO,27,30
PWR,initial,PWR1400103,whole_plot,2014,CHFO,37,30
PWR,initial,PWR1400143,whole_plot,2014,ARVI,0,20
PWR,initial,PWR1400143,whole_plot,2014,CHFO,80,20
PWR,initial,PWR1400143,whole_plot,2014,KEBR,6,20
PWR,initial,PWR1400144,whole_plot,2014,ARPA,0,100
PWR,initial,PWR1400144,whole_plot,2014,ARVI,12,100
PWR,initial,PWR1400144,whole_plot,2014,CHFO,3,100
PWR,initial,PWR1400144,whole_plot,2014,KEBR,12,100
PWR,initial,PWR1400145,whole_plot,2014,CEIN,15,40
PWR,initial,PWR1400145,whole_plot,2014,CHFO,40,40
PWR,initial,PWR1400145,whole_plot,2014,KEBR,2,40
PWR,initial,PWR1400146,whole_plot,2014,ARVI,28,120
PWR,initial,PWR1400146,whole_plot,2014,CEIN,28,120
PWR,initial,PWR1400146,whole_plot,2014,CHFO,13,120
PWR,initial,PWR1400146,whole_plot,2014,KEBR,3,120
PWR,initial,PWR1400187,whole_plot,2014,ARVI,0,150
PWR,initial,PWR1400187,whole_plot,2014,CEIN,30,150
PWR,initial,PWR1400187,whole_plot,2014,CHFO,30,150
PWR,initial,PWR1400187,whole_plot,2014,RIRO,0,150
PWR,initial,PWR1400222,whole_plot,2014,ARVI,0,400
PWR,initial,PWR1400222,whole_plot,2014,CEIN,52,400
PWR,initial,PWR1400222,whole_plot,2014,CHFO,37,400
PWR,initial,PWR1400223,whole_plot,2014,ARVI,0,40
PWR,initial,PWR1400223,whole_plot,2014,CEIN,0,40
PWR,initial,PWR1400223,whole_plot,2014,CHFO,85,40
PWR,initial,PWR1400223,whole_plot,2014,KEBR,0,40
PWR,initial,PWR1400226,whole_plot,2014,ARPA,3,120
PWR,initial,PWR1400226,whole_plot,2014,CEIN,60,120
PWR,initial,PWR1400226,whole_plot,2014,CHFO,1,120
PWR,initial,PWR1400226,whole_plot,2014,RIRO,0,120
PWR,initial,PWR1400246,whole_plot,2014,CEIN,15,250
PWR,initial,PWR1400246,whole_plot,2014,CHFO,12,250
PWR,initial,PWR1400246,whole_plot,2014,RIRO,0,250
AMR,initial,AMR1300423,regen_plot,2013,ARPA,35,120
AMR,initial,AMR1300423,regen_plot,2013,CECO,0.5,15
AMR,initial,AMR1300423,regen_plot,2013,CEPR,20,3
AMR,initial,AMR1300423,regen_plot,2013,PREM,0.5,12
ANG,initial,ANG10,regen_plot,2012,ARPA,0.5,25
ANG,initial,ANG16,regen_plot,2012,ARPA,3,28
ANG,initial,ANG16,regen_plot,2012,CECO,20,15
ANG,initial,ANG25,regen_plot,2012,ARPA,0.5,45
ANG,initial,ANG25,regen_plot,2012,CECO,6,25
ANG,initial,ANG30,regen_plot,2012,CECO,15,40
ANG,initial,ANG32,regen_plot,2012,ARPA,1,35
ANG,initial,ANG32,regen_plot,2012,CECO,20,60
ANG,initial,ANG4,regen_plot,2012,ALINT,24,200
ANG,initial,ANG4,regen_plot,2012,AMUT,0.5,45
ANG,initial,ANG4,regen_plot,2012,RINE,5,50
ANG,initial,ANG45,regen_plot,2012,CECO,9,0.5
ANG,initial,ANG56,regen_plot,2012,ALINT,4,210
ANG,initial,ANG56,regen_plot,2012,ARPA,0.5,45
ANG,initial,ANG56,regen_plot,2012,CECO,0.5,30
ANG,initial,ANG56,regen_plot,2012,LOCO,0.5,70
ANG,initial,ANG56,regen_plot,2012,RUPA,10,5
ANG,initial,ANG75,regen_plot,2012,ARPA,2,30
ANG,initial,ANG75,regen_plot,2012,CEVE,35,55
PNP,initial,PNP1000008,regen_plot,2010,CEIN,15,200
PNP,initial,PNP1000008,regen_plot,2010,RUAR,10,150
PNP,initial,PNP1000008,regen_plot,2010,UNK_,0.5,50
PNT,initial,PNT1000008,regen_plot,2010,CEIN,30,290
PNT,initial,PNT1000008,regen_plot,2010,TODI,0.5,10
PNT,initial,PNT1100077,regen_plot,2011,ARPA,1,180
PNT,initial,PNT1100077,regen_plot,2011,CEIN,50,300
SIM,initial,SIM001,regen_plot,2010,ARPA,1,60
SIM,initial,SIM001,regen_plot,2010,CEIN,5,80
SIM,initial,SIM001,regen_plot,2010,TODI,2,60
SIM,initial,SIM003,regen_plot,2010,ARPA,1,50
SIM,initial,SIM003,regen_plot,2010,CEIN,15,120
SIM,initial,SIM003,regen_plot,2010,RIRO,3.5,40
SIM,initial,SIM003,regen_plot,2010,TODI,1,60
SIM,initial,SIM006,regen_plot,2010,CEIN,5,190
SIM,initial,SIM006,regen_plot,2010,RIRO,1,120
SIM,initial,SIM006,regen_plot,2010,RUUR,2,180
SIM,initial,SIM008,regen_plot,2010,CEIN,30,160
SIM,initial,SIM008,regen_plot,2010,RUUR,1,50
SIM,initial,SIM008,regen_plot,2010,TODI,2,150
SIM,initial,SIM015,regen_plot,2010,ARPA,0.5,15
SIM,initial,SIM015,regen_plot,2010,PRSU,0.5,25
SIM,initial,SIM017,regen_plot,2010,TODI,6,100
SIM,initial,SIM017,regen_plot,2010,UNK_,0.5,150
SIM,initial,SIM024,regen_plot,2010,ARPA,0.5,30
SIM,initial,SIM024,regen_plot,2010,ROWO,1,80
SIM,initial,SIM024,regen_plot,2010,TODI,1,110
SIM,initial,SIM025,regen_plot,2010,ARPA,0.5,90
SIM,initial,SIM025,regen_plot,2010,CEIN,1,80
SIM,initial,SIM025,regen_plot,2010,TODI,1,100
SIM,initial,SIM025,regen_plot,2010,UNK_,0.5,70
SIM,initial,SIM026,regen_plot,2010,TODI,10,100
SIM,initial,SIM027,regen_plot,2010,APAN,1,40
SIM,initial,SIM027,regen_plot,2010,CECO,0.5,70
SIM,initial,SIM027,regen_plot,2010,GAFR,2,75
SIM,initial,SIM027,regen_plot,2010,RIRO,3,80
SIM,initial,SIM027,regen_plot,2010,RUAR,2,100
SIM,initial,SIM027,regen_plot,2010,TODI,5,100
SIM,initial,SIM030,regen_plot,2010,ARPA,0.5,20
SIM,initial,SIM030,regen_plot,2010,RUAR,0.5,40
SIM,initial,SIM031,regen_plot,2010,APAN,1,30
SIM,initial,SIM031,regen_plot,2010,ARPA,0.5,50
SIM,initial,SIM031,regen_plot,2010,RIRO,3,100
SIM,initial,SIM031,regen_plot,2010,ROWO,2,50
SIM,initial,SIM031,regen_plot,2010,UNK_,2,50
SIM,initial,SIM032,regen_plot,2010,UNK_,0.5,75
SIM,initial,SIM033,regen_plot,2010,ARPA,0.5,30
SIM,initial,SIM034,regen_plot,2010,ARPA,2,60
SIM,initial,SIM034,regen_plot,2010,CEFR,3,80
SIM,initial,SIM034,regen_plot,2010,SYMO,1,15
SIM,initial,SIM034,regen_plot,2010,TODI,3,66
SIM,initial,SIM037,regen_plot,2010,APAN,0.5,30
SIM,initial,SIM037,regen_plot,2010,ARPA,1,50
SIM,initial,SIM037,regen_plot,2010,ARVI,0.5,100
SIM,initial,SIM037,regen_plot,2010,CEIN,8,150
SIM,initial,SIM037,regen_plot,2010,RIBES,0.5,30
SIM,initial,SIM037,regen_plot,2010,TODI,1,50
SIM,initial,SIM038,regen_plot,2010,CEIN,0.5,70
SIM,initial,SIM048,regen_plot,2010,BEAQ,0.5,30
SIM,initial,SIM048,regen_plot,2010,PRUNUS,4,300
SIM,initial,SIM048,regen_plot,2010,RUAR,1,200
SIM,initial,SIM048,regen_plot,2010,RUUR,3,150
SIM,initial,SIM048,regen_plot,2010,SALU,0.5,230
SIM,initial,SIM048,regen_plot,2010,SAME,4,180
SIM,initial,SIM052,regen_plot,2010,CEIN,1,180
SIM,initial,SIM052,regen_plot,2010,RIBES,3,20
SIM,initial,SIM053,regen_plot,2010,CEIN,10,110
SIM,initial,SIM053,regen_plot,2010,RIBES,2,120
SIM,initial,SIM053,regen_plot,2010,TODI,0.5,60
SIM,initial,SIM058,regen_plot,2010,CEIN,15,150
SIM,initial,SIM058,regen_plot,2010,TODI,5,50
SIM,initial,SIM059,regen_plot,2010,ARPA,2,50
SIM,initial,SIM059,regen_plot,2010,ARVI,3,50
SIM,initial,SIM059,regen_plot,2010,CEIN,45,150
SIM,initial,SIM059,regen_plot,2010,SYMO,0.5,40
SIM,initial,SIM062,regen_plot,2010,ARPA,1,100
SIM,initial,SIM062,regen_plot,2010,CEIN,1,60
SIM,initial,SIM062,regen_plot,2010,RUUR,0.5,30
SIM,initial,SIM063,regen_plot,2010,ARPA,0.5,155
SIM,initial,SIM063,regen_plot,2010,CEIN,2,190
SIM,initial,SIM063,regen_plot,2010,TODI,0.5,50
SIM,initial,SIM068,regen_plot,2010,CEIN,3,100
SIM,initial,SIM068,regen_plot,2010,TODI,5,100
SIM,initial,SIM068,regen_plot,2010,UNK_,2,70
SIM,initial,SIM069,regen_plot,2010,ARPA,2,70
SIM,initial,SIM069,regen_plot,2010,CEIN,6,150
SIM,initial,SIM080,regen_plot,2010,CEIN,40,230
SIM,initial,SIM080,regen_plot,2010,TODI,5,200
SIM,initial,SIM091,regen_plot,2010,ARPA,1,80
SIM,initial,SIM091,regen_plot,2010,ARVI,0.5,50
SIM,initial,SIM091,regen_plot,2010,CEIN,10,100
SIM,initial,SIM091,regen_plot,2010,RIRO,0.5,180
SIM,initial,SIM091,regen_plot,2010,RUUR,0.5,50
SIM,initial,SIM091,regen_plot,2010,TODI,0.5,20
Pendola,revisit,PNT1100077,regen_plot,2022,CEIN,20,4.2
Pendola,revisit,PNT1000008,regen_plot,2022,CONU,30,730
Pendola,revisit,PNP1000008,regen_plot,2022,CONU,13,4.5
Angora,revisit,ANG50,regen_plot,2022,CECO,28,97
Angora,revisit,ANG50,regen_plot,2022,CEVE,42,115
Angora,revisit,ANG50,regen_plot,2022,ARPA,28,101
Angora,revisit,ANG25,regen_plot,2022,CECO,49,78
Angora,revisit,ANG25,regen_plot,2022,ARPA,16,103
Angora,revisit,ANG16,regen_plot,2022,CECO,50,92
Angora,revisit,ANG16,regen_plot,2022,ARPA,10,89
Angora,revisit,ANG45,regen_plot,2022,CEVE,88,109
Angora,revisit,ANG45,regen_plot,2022,ARPA,10,113
Angora,revisit,ANG4,regen_plot,2022,CECO,91,88
Angora,revisit,ANG30,regen_plot,2022,NA,0,NA
Angora,revisit,ANG75,regen_plot,2022,CECO,46,83
Angora,revisit,ANG75,regen_plot,2022,CEPR,90,5
Angora,revisit,ANG10,regen_plot,2022,CECO,25,99
Angora,revisit,ANG56,regen_plot,2022,ARPA,13,147.5
Angora,revisit,ANG56,regen_plot,2022,CEVE,12,147
Angora,revisit,ANG56,regen_plot,2022,CECO,92,89
Angora,revisit,ANG32,regen_plot,2022,NA,NA,NA
American River Complex,revisit,AMR1300423,regen_plot,2022,CEPR,68,5
American River Complex,revisit,AMR1300423,regen_plot,2022,ARPA,36,112
SIMS,revisit,SIM001,regen_plot,2016,CEIN,20,160
SIMS,revisit,SIM001,regen_plot,2016,TODI,2,20
SIMS,revisit,SIM003,regen_plot,2016,CEIN,10,200
SIMS,revisit,SIM003,regen_plot,2016,RUBUS,0.5,50
SIMS,revisit,SIM003,regen_plot,2016,TODI,30,30
SIMS,revisit,SIM006,regen_plot,2016,BEAQ,1,0
SIMS,revisit,SIM006,regen_plot,2016,BENE,3,25
SIMS,revisit,SIM006,regen_plot,2016,LAHI,1,0
SIMS,revisit,SIM006,regen_plot,2016,LASE,1,0
SIMS,revisit,SIM006,regen_plot,2016,TODI,0.5,25
SIMS,revisit,SIM008,regen_plot,2016,CEIN,60,200
SIMS,revisit,SIM008,regen_plot,2016,ROGY,1,50
SIMS,revisit,SIM008,regen_plot,2016,TODI,15,100
SIMS,revisit,SIM015,regen_plot,2016,ARPA,2,60
SIMS,revisit,SIM017,regen_plot,2016,TODI,13,100
SIMS,revisit,SIM018,regen_plot,2016,CEIN,0.5,35
SIMS,revisit,SIM018,regen_plot,2016,LOHI,0.5,10
SIMS,revisit,SIM018,regen_plot,2016,RIBES,1,0
SIMS,revisit,SIM018,regen_plot,2016,RIRO,0.5,5
SIMS,revisit,SIM018,regen_plot,2016,TODI,0.5,2
SIMS,revisit,SIM024,regen_plot,2016,ARPA,0.5,15
SIMS,revisit,SIM024,regen_plot,2016,CEIN,3,210
SIMS,revisit,SIM024,regen_plot,2016,ROWO,1,170
SIMS,revisit,SIM024,regen_plot,2016,TODI,3,120
SIMS,revisit,SIM025,regen_plot,2016,ARPA,4,140
SIMS,revisit,SIM025,regen_plot,2016,BENE,0.5,10
SIMS,revisit,SIM025,regen_plot,2016,CEIN,4,130
SIMS,revisit,SIM025,regen_plot,2016,TODI,1,75
SIMS,revisit,SIM026,regen_plot,2016,BENE,0.5,10
SIMS,revisit,SIM026,regen_plot,2016,LOHI,1,40
SIMS,revisit,SIM026,regen_plot,2016,TODI,25,75
SIMS,revisit,SIM027,regen_plot,2016,BEAQ,2,20
SIMS,revisit,SIM027,regen_plot,2016,BEPI,1,0
SIMS,revisit,SIM027,regen_plot,2016,GAFL,1,25
SIMS,revisit,SIM027,regen_plot,2016,RIBES,1,0
SIMS,revisit,SIM027,regen_plot,2016,RIBI,1,0
SIMS,revisit,SIM027,regen_plot,2016,RIRO,1.5,35
SIMS,revisit,SIM027,regen_plot,2016,TODI,8,30
SIMS,revisit,SIM027,regen_plot,2016,UNK_SP,0.5,90
SIMS,revisit,SIM030,regen_plot,2016,ARCA,6,100
SIMS,revisit,SIM030,regen_plot,2016,ARPA,6,100
SIMS,revisit,SIM030,regen_plot,2016,CEIN,30,150
SIMS,revisit,SIM030,regen_plot,2016,ROGY,0.5,20
SIMS,revisit,SIM030,regen_plot,2016,TODI,5,75
SIMS,revisit,SIM031,regen_plot,2016,ARPA,1,70
SIMS,revisit,SIM031,regen_plot,2016,CEIN,3,170
SIMS,revisit,SIM031,regen_plot,2016,LATHY,1,0
SIMS,revisit,SIM031,regen_plot,2016,TODI,0.5,5
SIMS,revisit,SIM032,regen_plot,2016,BENE,0.5,18
SIMS,revisit,SIM032,regen_plot,2016,CEIN,1,100
SIMS,revisit,SIM032,regen_plot,2016,TODI,0.5,15
SIMS,revisit,SIM033,regen_plot,2016,ARPA,2,30
SIMS,revisit,SIM033,regen_plot,2016,BAPI,1,0
SIMS,revisit,SIM033,regen_plot,2016,BERBE,1,0
SIMS,revisit,SIM033,regen_plot,2016,LATHY,1,0
SIMS,revisit,SIM034,regen_plot,2016,ARPA,12,120
SIMS,revisit,SIM034,regen_plot,2016,CEAR,12,120
SIMS,revisit,SIM037,regen_plot,2016,ARPA,1,150
SIMS,revisit,SIM037,regen_plot,2016,BENE,2,25
SIMS,revisit,SIM037,regen_plot,2016,BERBE,1,0
SIMS,revisit,SIM037,regen_plot,2016,CEIN,15,130
SIMS,revisit,SIM037,regen_plot,2016,LATHY,1,0
SIMS,revisit,SIM038,regen_plot,2016,CEIN,0.5,100
SIMS,revisit,SIM038,regen_plot,2016,ROGY,0.5,30
SIMS,revisit,SIM048,regen_plot,2016,BENE,1,30
SIMS,revisit,SIM048,regen_plot,2016,CEIN,1,200
SIMS,revisit,SIM048,regen_plot,2016,RUBUS,1,2.5
SIMS,revisit,SIM048,regen_plot,2016,RUPA,0.5,5
SIMS,revisit,SIM048,regen_plot,2016,TODI,2,15
SIMS,revisit,SIM052,regen_plot,2016,CEIN,5,200
SIMS,revisit,SIM052,regen_plot,2016,RIBES,0.5,30
SIMS,revisit,SIM052,regen_plot,2016,RUBUS,0.5,15
SIMS,revisit,SIM053,regen_plot,2016,CEIN,39.5,150
SIMS,revisit,SIM053,regen_plot,2016,RIBES,0.5,60
SIMS,revisit,SIM058,regen_plot,2016,CEIN,10,100
SIMS,revisit,SIM058,regen_plot,2016,LATHY,1,0
SIMS,revisit,SIM058,regen_plot,2016,LOHI,10,50
SIMS,revisit,SIM058,regen_plot,2016,RIBES,1,0
SIMS,revisit,SIM058,regen_plot,2016,RIRO,1,25
SIMS,revisit,SIM058,regen_plot,2016,TODI,10,50
SIMS,revisit,SIM059,regen_plot,2016,ARPA,2,160
SIMS,revisit,SIM059,regen_plot,2016,CEIN,8,110
SIMS,revisit,SIM062,regen_plot,2016,ARPA,1,150
SIMS,revisit,SIM062,regen_plot,2016,CEIN,4,250
SIMS,revisit,SIM063,regen_plot,2016,CEIN,1,200
SIMS,revisit,SIM063,regen_plot,2016,RUBUS,1,1.5
SIMS,revisit,SIM063,regen_plot,2016,TODI,0.5,7
SIMS,revisit,SIM068,regen_plot,2016,CEAR,10,100
SIMS,revisit,SIM068,regen_plot,2016,CEIN,5,120
SIMS,revisit,SIM068,regen_plot,2016,TODI,8,75
SIMS,revisit,SIM069,regen_plot,2016,ARPA,1,200
SIMS,revisit,SIM069,regen_plot,2016,CEIN,15,220
SIMS,revisit,SIM080,regen_plot,2017,BEAQ,2,25
SIMS,revisit,SIM080,regen_plot,2017,CEIN,40,180
SIMS,revisit,SIM080,regen_plot,2017,TODI,1,30
SIMS,revisit,SIM091,regen_plot,2017,ARCA,1,30
SIMS,revisit,SIM091,regen_plot,2017,BEAQ,0.5,15
SIMS,revisit,SIM091,regen_plot,2017,CEIN,5,100
SIMS,revisit,SIM091,regen_plot,2017,RULE,0.5,10
SIMS,revisit,SIM091,regen_plot,2017,TODI,0.5,20
